﻿时间,收盘点位,市值,PB(加权平均值)
2015-12-11,2695.95,12192651190368.6,1.13
2015-12-10,2718.95,12282442342836.7,1.1383
2015-12-09,2735.04,12354401703120.602,1.145
2015-12-08,2725.36,12305437798433.5,1.1405
2015-12-07,2783.12,12495194833122.5,1.158
2015-12-04,2774.95,12542385474654.4,1.1624
2015-12-03,2835.72,12907588144861.4,1.1963
2015-12-02,2811,12680829126786.7,1.1752
2015-12-01,2726.42,12165440543486.498,1.1275
2015-11-30,2722,12245867741610.9,1.1349
2015-11-27,2712.53,12119354822991.3,1.1232
2015-11-26,2855.69,12606851290609.8,1.1684
2015-11-25,2868.71,12630548573793.598,1.1706
2015-11-24,2843.79,12554936216295.8,1.1636
2015-11-23,2845.83,12591127059215,1.1669
2015-11-20,2848.81,12643518655062.6,1.1718
2015-11-19,2847.86,12676927260408.5,1.1754
2015-11-18,2818.95,12640587969665.803,1.172
2015-11-17,2835.23,12626301876317.395,1.1707
2015-11-16,2834.92,12583432699507.602,1.1667
2015-11-13,2808.85,12548811233249.7,1.1636
2015-11-12,2846.71,12689264720286.102,1.1766
2015-11-11,2887.01,12852739009768.1,1.1917
2015-11-10,2892.12,12955329679632.9,1.2013
2015-11-09,2885.45,13041948996653.902,1.2093
2015-11-06,2835.15,12632183294585.1,1.1713
2015-11-05,2792.19,12525597116975.2,1.1637
2015-11-04,2733.6,12236365733285.6,1.1368
2015-11-03,2631.01,11874243520078.201,1.1032
2015-11-02,2646.8,11973702244862.197,1.1124
2015-10-30,2690.46,12123421920685.598,1.1499
2015-10-29,2702.76,12147905976197.502,1.1865
2015-10-28,2695.27,12168722367380.8,1.1891
2015-10-27,2721.19,12234776960499.902,1.1993
2015-10-26,2720.34,12293218095724.9,1.2052
2015-10-23,2708.03,12255447562572.498,1.2156
2015-10-22,2669.4,12248091267417.7,1.2148
2015-10-21,2635.48,12365898923057.197,1.2265
2015-10-20,2712.12,12189406005109.803,1.2102
2015-10-19,2696.63,12135761113729.604,1.2049
2015-10-16,2685.26,12177400712491.5,1.209
2015-10-15,2645.43,12072250517646.1,1.1986
2015-10-14,2581.36,11922179442771,1.1837
2015-10-13,2617.93,11987063165718.4,1.1901
2015-10-12,2616.5,12071234143801.602,1.1985
2015-10-09,2530.77,11807493453284.203,1.1723
2015-10-08,2501.81,11705418186433.799,1.1622
2015-09-30,2436.16,11494036764172.799,1.1412
2015-09-29,2415,11454119864727.6,1.1372
2015-09-28,2467.19,11653142352549.8,1.157
2015-09-25,2455.78,11745084014675.701,1.1661
2015-09-24,2491.66,11667179665449.498,1.1584
2015-09-23,2468.6,11655087669085.3,1.1572
2015-09-22,2537.77,11911183045438.8,1.1811
2015-09-21,2519.96,11829291355243.2,1.173
2015-09-18,2484.04,11827645723447.7,1.1729
2015-09-17,2475.46,11899770829587.299,1.1787
2015-09-16,2538.3,12102510517162.7,1.1987
2015-09-15,2415.87,11900030890036.7,1.1787
2015-09-14,2513.94,12011473401268.9,1.1897
2015-09-11,2586.65,11975328588218.9,1.1862
2015-09-10,2595.16,12068275309997.898,1.1954
2015-09-09,2643.62,12125181381921.1,1.201
2015-09-08,2595.73,11983594002718.5,1.187
2015-09-07,2522.43,11826367798669.201,1.1714
2015-09-02,2607.99,12566146630200.8,1.2447
2015-09-01,2579.8,12246626839041.6,1.213
2015-08-31,2591.56,11786598994301.303,1.1675
2015-08-28,2600.03,11729944030132,1.1669
2015-08-27,2479.57,11493312295401.7,1.1441
2015-08-26,2332.48,10896560674189,1.0876
2015-08-25,2333.93,10583615909155.3,1.0564
2015-08-24,2541.49,11437297705141.9,1.142
2015-08-21,2799.52,12494480242065.8,1.2489
2015-08-20,2950.33,12776296908782.7,1.2771
2015-08-19,3058.57,13063175148458.5,1.3075
2015-08-18,2997.52,13135229577692.803,1.3163
2015-08-17,3216.24,13507885120382,1.3537
2015-08-14,3170.75,13623974607092,1.3653
2015-08-13,3180.14,13681054390166.8,1.371
2015-08-12,3126.62,13628563742157.898,1.3658
2015-08-11,3191.24,13793734703517.2,1.3823
2015-08-10,3199.79,13887631928943.6,1.3918
2015-08-07,3066.58,13472203401743.7,1.351
2015-08-06,3014.93,13337525922035.803,1.3375
2015-08-05,3040.38,13416619535101.8,1.3454
2015-08-04,3108.48,13676436277197.598,1.3715
2015-08-03,3021.01,13532732927333.602,1.3571
2015-07-31,2973.79,13441313143274.8,1.3479
2015-07-30,2974,13546423789476.1,1.3584
2015-07-29,3031.87,13773860429039.9,1.3812
2015-07-28,2920.3,13699434180199.3,1.3741
2015-07-27,2930.93,13726059854305.102,1.3766
2015-07-24,3200.56,14938236830147.604,1.4981
2015-07-23,3258.37,15091359044453.5,1.5134
2015-07-22,3197.93,14973785761278.2,1.5014
2015-07-21,3207.76,15072630318518.6,1.5092
2015-07-20,3179.55,15237428630489.9,1.5255
2015-07-17,3171.61,15200879540447.1,1.5219
2015-07-16,3068.58,15174559604026.004,1.5192
2015-07-15,3050.24,15346724610211.1,1.5365
2015-07-14,3175.8,14979790093053.3,1.4997
2015-07-13,3237.7,15318526676987.4,1.5337
2015-07-10,3140.3,15820832193632.1,1.5831
2015-07-09,2971.28,15621345226679.799,1.5539
2015-07-08,2780.36,14964322290730,1.4859
2015-07-07,2965.8,15861209949296.6,1.5738
2015-07-06,3016.3,15147099561936.8,1.4889
2015-07-03,2926.26,14016468285672.398,1.3778
2015-07-02,3145.95,14719445676566,1.4366
2015-07-01,3290.28,14368566704928.303,1.4024
2015-06-30,3508.27,15079369086253.9,1.461
2015-06-29,3321.82,14283832981060.002,1.3836
2015-06-26,3409.96,14092723124617.4,1.3651
2015-06-25,3691.08,14870390127296.502,1.4404
2015-06-24,3828.29,15261354306689.5,1.4783
2015-06-23,3715.85,14864481333718.803,1.4398
2015-06-19,3681,14396560184970.396,1.3926
2015-06-18,3974.98,15165339775819.5,1.465
2015-06-17,4064.68,15801970850738.7,1.5265
2015-06-16,3967.71,15523833307481.7,1.4997
2015-06-15,4129.64,15900836456851.9,1.5361
2015-06-12,4144.66,16316237605453.002,1.574
2015-06-11,4049.55,16166129310276.402,1.5594
2015-06-10,4050.16,16320082570805.9,1.5743
2015-06-09,4065.49,16560723017631,1.5973
2015-06-08,4057.67,16638665575721,1.6048
2015-06-05,3967.63,15794238612267.2,1.5234
2015-06-04,3886.23,15709361201440.6,1.5152
2015-06-03,3828.61,15241897217641.398,1.4701
2015-06-02,3841.03,15260834297052,1.4679
2015-06-01,3755.24,15229149626136.299,1.4649
2015-05-29,3534.85,14536854498776.3,1.3983
2015-05-28,3539.1,14647073599611.3,1.4089
2015-05-27,3808.98,15683820010047.3,1.5084
2015-05-26,3808.89,15726640507491.996,1.511
2015-05-25,3748.77,15659312791888.201,1.5045
2015-05-22,3625.92,15241474365492.506,1.4644
2015-05-21,3538.38,14785096741917.5,1.4205
2015-05-20,3455.55,14701213953018.2,1.4124
2015-05-19,3424.91,14684332439562.3,1.4106
2015-05-18,3322.64,14209751963878.9,1.365
2015-05-15,3353.25,14486072634732.299,1.3916
2015-05-14,3406.74,14820547573751.5,1.4232
2015-05-13,3404.7,14863127344233.8,1.4269
2015-05-12,3421.62,15035303080155.598,1.4434
2015-05-11,3378.84,14950306427992.8,1.4353
2015-05-08,3268.88,14677922363133,1.4091
2015-05-07,3191.95,14465267370011.4,1.3887
2015-05-06,3305.91,14795597228704.8,1.4204
2015-05-05,3380.1,15047343755194.299,1.4446
2015-05-04,3545.56,15782206344449.6,1.5151
2015-04-30,3480.95,15668152322273.3,1.5042
2015-04-29,3497.18,15949267019938.2,1.5806
2015-04-28,3487.28,16285889289485.1,1.6301
2015-04-27,3550.09,16153737183471.1,1.6221
2015-04-24,3481.52,15426013572280.6,1.5516
2015-04-23,3545.2,15688704099164.8,1.5784
2015-04-22,3525.85,15754625429857.4,1.5856
2015-04-21,3427.71,15473357090041.8,1.5601
2015-04-20,3369.36,15309247223043.3,1.5436
2015-04-17,3451.1,15788296704252.5,1.5919
2015-04-16,3405.44,15528304492035.1,1.5665
2015-04-15,3309.96,15073230183201.701,1.5206
2015-04-14,3362.05,14909544379005.4,1.5038
2015-04-13,3343.03,14986009258861.398,1.5115
2015-04-10,3301.66,14526571494987.297,1.466
2015-04-09,3220.99,14306556163463.797,1.4438
2015-04-08,3247.02,14453120704569,1.4586
2015-04-07,3199.64,14262987889319.201,1.4394
2015-04-03,3091.73,13878732916574.602,1.4006
2015-04-02,3037.98,13847156245535.701,1.3993
2015-04-01,2997,13895611135148.8,1.4042
2015-03-31,2942.06,13765911126520.201,1.3911
2015-03-30,2977.69,13950276378429.402,1.4127
2015-03-27,2901.239,13512216343607.898,1.3758
2015-03-26,2885.04,13540790675029.7,1.3913
2015-03-25,2890.42,13367606505314.002,1.3825
2015-03-24,2917.95,13691776173344.398,1.4211
2015-03-23,2891.32,13715248152494.197,1.4235
2015-03-20,2828.42,13533401923992,1.407
2015-03-19,2802.27,13434287272510.1,1.3967
2015-03-18,2791.35,13505724931328.201,1.408
2015-03-17,2710.33,13200401471935.6,1.3762
2015-03-16,2662.86,13030673605590.299,1.3586
2015-03-13,2612.88,12878090731229.6,1.3427
2015-03-12,2593.01,12863208997508.1,1.3411
2015-03-11,2540.03,12460594538958.2,1.2992
2015-03-10,2532.61,12380472266834.6,1.2908
2015-03-09,2543.27,12594311711044.6,1.3132
2015-03-06,2475.89,12142682727967.998,1.2661
2015-03-05,2474.46,12083234692592.402,1.2599
2015-03-04,2506.38,12347930434990,1.2875
2015-03-03,2498.17,12388641682708.7,1.2917
2015-03-02,2536.03,12796376482173.2,1.3342
2015-02-27,2506.17,12780023081711.002,1.3325
2015-02-26,2503.12,12758319904530.396,1.3303
2015-02-25,2443.22,12491454195207.6,1.3025
2015-02-17,2446.95,12512002441030.6,1.3046
2015-02-16,2424.47,12438728320552.697,1.297
2015-02-13,2412.81,12481142380179.598,1.3014
2015-02-12,2385.7,12372613819087.299,1.2901
2015-02-11,2383.35,12359606168996.9,1.2888
2015-02-10,2375.18,12386957674229.3,1.2916
2015-02-09,2329.14,12178133212940.8,1.2698
2015-02-06,2328.34,12098621289622.402,1.2616
2015-02-05,2387.32,12379985117556.7,1.2909
2015-02-04,2430.11,12533915264178.502,1.3069
2015-02-03,2449.72,12746928342074.201,1.3292
2015-02-02,2407.03,12404259667206.102,1.2934
2015-01-30,2472.61,12857811060236.398,1.3407
2015-01-29,2504.7,13011754234322.9,1.3568
2015-01-28,2522.4,13273844828756.8,1.3841
2015-01-27,2545.26,13486808464866.203,1.4063
2015-01-26,2557.61,13826467574015.398,1.4417
2015-01-23,2532.34,13822776608035.102,1.4413
2015-01-22,2536.68,13735558267148.598,1.4322
2015-01-21,2533.4,13815123423029.102,1.4405
2015-01-20,2434.01,13047080186161.8,1.3605
2015-01-19,2386.75,12940697478637.398,1.3494
2015-01-16,2610.98,14324611900282.5,1.4937
2015-01-15,2593.23,14120539947507.7,1.4724
2015-01-14,2516.88,13502237715444.898,1.4079
2015-01-13,2522.9,13419543962685.398,1.3993
2015-01-12,2510.34,13433440817639.701,1.4007
2015-01-09,2569.26,13717933196507.2,1.4304
2015-01-08,2583.04,13693718244401.2,1.4275
2015-01-07,2653.79,14178635378906.4,1.478
2015-01-06,2664.34,14151280097393.002,1.4752
2015-01-05,2654.75,14173299981076.803,1.4775
2014-12-31,2547.69,13484884960116.402,1.4057
2014-12-30,2493.09,13049341537324.402,1.3603
2014-12-29,2515.34,12828692102978.8,1.3373
2014-12-26,2520.74,12766561972072.2,1.3308
2014-12-25,2471.87,12397611078317.3,1.2928
2014-12-24,2385.4,11901190141098.602,1.2411
2014-12-23,2440.65,12372137293247.604,1.2902
2014-12-22,2547.76,12982173354674.8,1.3538
2014-12-19,2499.89,12334358621703.1,1.2862
2014-12-18,2420.21,11944608981950.398,1.2456
2014-12-17,2424.64,12092610894429.3,1.261
2014-12-16,2386.4,11622355980786.8,1.212
2014-12-15,2334.11,11224630281063.3,1.1705
2014-12-12,2337.15,11011467174674.4,1.2106
2014-12-11,2338.17,11021783841038.7,1.2117
2014-12-10,2336.82,11210147543938,1.2324
2014-12-09,2245.05,10953083007708.7,1.2042
2014-12-08,2352.06,11863497468223.9,1.3042
2014-12-05,2287.04,11585756345584.102,1.2737
2014-12-04,2273.61,10986075801364.7,1.2078
2014-12-03,2180.12,10367425337634.299,1.1398
2014-12-02,2175.46,10472806747159.398,1.1514
2014-12-01,2110.16,10033715225472.598,1.1031
2014-11-28,2105.83,10002896025694.201,1.0997
2014-11-27,2053.11,9547070784833.4,1.0496
2014-11-26,2043.11,9471720283918.8,1.0413
2014-11-25,2024.66,9319353255678.7,1.0245
2014-11-24,1986.68,9214364041766.3,1.013
2014-11-21,1953.14,9142856718339.5,1.0051
2014-11-20,1924.1,9028336332610.9,0.9926
2014-11-19,1924.62,9033207308799.6,0.9931
2014-11-18,1934.85,9073632316388.002,0.9975
2014-11-17,1954.54,9220261896161.7,1.0142
2014-11-14,1956.93,9316418691440.5,1.0248
2014-11-13,1962.84,9318186290284.201,1.025
2014-11-12,1969.26,9318766632941.3,1.0253
2014-11-11,1942.75,9348709596121.898,1.0286
2014-11-10,1946.17,9098864755525.2,1.0011
2014-11-07,1892.81,8879068679395,0.9769
2014-11-06,1896.69,8876488273175.5,0.9767
2014-11-05,1891.26,8878252460620.6,0.9768
2014-11-04,1894.57,8936017524879.8,0.9832
2014-11-03,1897.32,8936608237731.398,0.9833
2014-10-31,1883.81,8971497283932.7,0.9871
2014-10-30,1852.74,8780177830666.699,0.9923
2014-10-29,1825.84,8687182666708.5,1.0003
2014-10-28,1795.78,8587634553713.899,0.9922
2014-10-27,1760.92,8477292762645.5,0.9795
2014-10-24,1775.26,8576324103631,0.994
2014-10-23,1775.95,8592274567369.4,1.0117
2014-10-22,1796.46,8637074040995,1.017
2014-10-21,1806.61,8643029600560.5,1.0187
2014-10-20,1822.03,8685169870981.899,1.0237
2014-10-17,1811.61,8656372785457.1,1.0203
2014-10-16,1817.97,8691069224168.302,1.0245
2014-10-15,1824.49,8683934342330.299,1.0236
2014-10-14,1815.17,8648309316954.9,1.0194
2014-10-13,1818.85,8654726073178.101,1.0202
2014-10-10,1829.95,8723189981547.398,1.0283
2014-10-09,1844.01,8772918217427.197,1.0341
2014-10-08,1844.01,8766035817363.3,1.0333
2014-09-30,1832.83,8741914388758.9,1.0305
2014-09-29,1827.3,8734033378406.501,1.0295
2014-09-26,1816.38,8743468320222.7,1.0306
2014-09-25,1815.97,8756484153464.202,1.0321
2014-09-24,1814.66,8757372239413.802,1.0322
2014-09-23,1788.73,8658116614798.7,1.0193
2014-09-22,1779.6,8628243254060.6,1.0158
2014-09-19,1805.89,8797095873463.2,1.0356
2014-09-18,1797.37,8802611855671.5,1.0326
2014-09-17,1790.28,8780516061002.5,1.03
2014-09-16,1785.32,8780347503443.5,1.0299
2014-09-15,1813.96,8828549768805.701,1.0356
2014-09-12,1808.73,8844417499114.7,1.0375
2014-09-11,1799.02,8798897958268.8,1.0321
2014-09-10,1800.42,8820791714932.7,1.0347
2014-09-09,1811.09,8895452716396.9,1.0435
2014-09-05,1812.6,8935251544653,1.0481
2014-09-04,1790.02,8864795673827.398,1.0399
2014-09-03,1779.35,8814089080537.3,1.0339
2014-09-02,1764.27,8717354846452.7,1.0226
2014-09-01,1743.59,8625388690633.4,1.0118
2014-08-29,1731.9,8611176652822.602,1.011
2014-08-28,1713.43,8548636241727.8,1.0206
2014-08-27,1723.92,8604188565540.501,1.0278
2014-08-26,1726.73,8614576239317.1,1.0296
2014-08-25,1739.3,8634246349491.1,1.032
2014-08-22,1752.19,8660654777462,1.0374
2014-08-21,1745.31,8634679899208.7,1.0343
2014-08-20,1758.31,8700260274622.198,1.0423
2014-08-19,1764.97,8737532802903.6,1.0528
2014-08-18,1761.07,8708381341974.802,1.0492
2014-08-15,1754.41,8709372106684.5,1.0493
2014-08-14,1743.92,8659035806211.802,1.0429
2014-08-13,1757.56,8714270876562.798,1.0514
2014-08-12,1757.8,8722765393920.102,1.0524
2014-08-11,1760.67,8764843718874.4,1.0575
2014-08-08,1729.04,8657184843375.3,1.0444
2014-08-07,1726.16,8632544150818.3,1.0413
2014-08-06,1750.68,8762677298530.901,1.0573
2014-08-05,1753.43,8813464595350.299,1.0634
2014-08-04,1754.77,8847248846168.7,1.0675
2014-08-01,1725.09,8736091781974.9,1.0541
2014-07-31,1735.13,8763511009581.702,1.0574
2014-07-30,1713.59,8699069828373.3,1.0496
2014-07-29,1722.13,8706264478472.501,1.0502
2014-07-28,1717.87,8724195682225.5,1.0522
2014-07-25,1676.71,8475392988588.398,1.0221
2014-07-24,1662.7,8390472167976.7,1.0117
2014-07-23,1635.55,8246021684516.699,0.9942
2014-07-22,1633.96,8215431949882.299,0.9905
2014-07-21,1614.56,8163478056007.198,0.9843
2014-07-18,1617.37,8196639971911.3,0.9883
2014-07-17,1616.42,8209826031873.2,0.9882
2014-07-16,1627.28,8255697639530.2,0.9913
2014-07-15,1627.94,8244925778253.3,0.9901
2014-07-14,1625.04,8218057678211.5,0.9868
2014-07-11,1606.03,8194150326237.899,0.9818
2014-07-10,1603.04,8189775524473.002,0.9789
2014-07-09,1608.45,8271741634710.699,0.9795
2014-07-08,1631.13,8358318938792.4,0.9896
2014-07-07,1623.79,8338471953481.7,0.9873
2014-07-04,1625,8332202785765.1,0.9865
2014-07-03,1626.99,8335876046109.2,0.9869
2014-07-02,1625.14,8357728629961.2,0.9828
2014-07-01,1619.44,8334042040596,0.9797
2014-06-30,1620.49,8354038155245.398,0.9821
2014-06-27,1607.46,8324015558302.602,0.9783
2014-06-26,1610.56,8393614954052.398,0.9802
2014-06-25,1602.47,8363294136958.7,0.9766
2014-06-24,1606.24,8372018921953.002,0.9773
2014-06-23,1605.29,8361941326108.802,0.9747
2014-06-20,1610.62,8418908015345.301,0.9806
2014-06-19,1602.83,8464698381288.4,0.9755
2014-06-18,1627.35,8546199864563.998,0.9849
2014-06-17,1638.03,8589985523329.301,0.9899
2014-06-16,1649.33,8661667887085.6,0.9982
2014-06-13,1635.15,8584572141313.301,0.9891
2014-06-12,1620.13,8503864662262.7,0.9796
2014-06-11,1626.74,8516995971427.9,0.9811
2014-06-10,1625.04,8525364663896.9,0.982
2014-06-09,1607.67,8430954325355.5,0.9712
2014-06-06,1607.04,8392912008339.1,0.9668
2014-06-05,1617.24,8442939312320.4,0.9725
2014-06-04,1603.71,8400582922143.301,0.9645
2014-06-03,1616.39,8430432552851.3,0.9679
2014-05-30,1619.14,8400443604442,0.9625
2014-05-29,1621.19,8425336721736.1,0.9654
2014-05-28,1634.43,8437056334818.9,0.9667
2014-05-27,1623.93,8385775432084.501,0.9608
2014-05-26,1626.54,8397420850734.898,0.9622
2014-05-23,1618.43,8402604242782.2,0.9627
2014-05-22,1613.72,8366998440328.798,0.9583
2014-05-21,1620.09,8369247780695.9,0.9586
2014-05-20,1603.63,8309936912248.002,0.9518
2014-05-19,1603.6,8295214444244.7,0.9501
2014-05-16,1619.63,8363781561554.2,0.9579
2014-05-15,1618.26,8355280980394.901,0.9569
2014-05-14,1632.86,8379805543497.3,0.9598
2014-05-13,1636.62,8380861691335.6,0.9598
2014-05-12,1642.81,8387673474351.602,0.9605
2014-05-09,1607.82,8270933110877.7,0.9472
2014-05-08,1613.3,8253759241314.8,0.9452
2014-05-07,1613.82,8228159553133.7,0.9423
2014-05-06,1628.06,8256796838931.698,0.9455
